NAME,OBJECTID,FID,EASTING,NORTHING,LINES,NETWORK,Zone,x,y,Bakerloo,Central,Circle,District,Hammersmith,Jubilee,Metropolitan,Northern,Piccadilly,Victoria,Waterloo,Liberty,Lioness,Mildmay,Suffragette,Weaver,Windrush,Beckton,Woolwich,Lewisham,Wimbeck,Loop,Elizabeth
Abbey Road,477,291,539077,183399,n/a,DLR,3,0.005308217,51.5318653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0300000,6.0300000,,N/A,N/A,N/A
Abbey Wood,511,505,,,n/a,Elizabeth Line,4,0.121400000,51.4910000,,,,,,,,,,,,N/A,N/A,,N/A,N/A,N/A,,,N/A,N/A,N/A,21.0400000
Acton Central,162,258,520632,180296,n/a,London Overground,3,-0.261566477,51.50821824,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,5.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Acton Town,204,225,519478,179592,"District, Piccadilly",London Underground,3,-0.278432824,51.50213702,,,,3.0000000,,,,,11.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Acton Main Line,501,495,,,n/a,Elizabeth Line,3,-0.266800000,51.51710000,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,15.0000000
Addington Village,421,455,537066,163744,n/a,Tramlink,6,-0.031284121,51.35570988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,4.0000000,N/A
Addiscombe,425,422,534188,166297,n/a,Tramlink,5,-0.07162576,51.37934189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,516.0000000,,N/A
Aldgate,84,6,533613,181262,"Metropolitan, Circle",London Underground,1,-0.0742363,51.51398203,,,19.0000000,,,,23.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aldgate East,249,61,533936,181375,"Hammersmith & City, District",London Underground,1,-0.069540402,51.51491653,,,,25.0000000,19.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
All Saints,448,170,537979,180993,n/a,DLR,2,-0.011456278,51.51051157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,12.0200000,N/A,N/A,N/A
Alperton,13,309,517996,183795,Piccadilly,London Underground,4,-0.298361133,51.54022715,,,,,,,,,11.0400000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amersham,284,472,496372,198181,Metropolitan,London Underground,9,-0.606146762,51.67366188,,,,,,,1.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ampere Way,406,365,530664,166485,n/a,Tramlink,4,-0.122172554,51.3818536,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0000000,,N/A
Anerley,349,375,534617,169899,n/a,London Overground,4,-0.06410424,51.411617,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,19.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Angel,331,59,531561,183100,Northern,London Underground,1,-0.103116359,51.5309796,,,,,,,,13.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Archway,301,107,529364,186721,Northern,London Underground,2,-0.13344404,51.56403452,,,,,,,,10.0300000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arena,428,366,535194,167627,n/a,Tramlink,4,-0.056679487,51.39105665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,519.0000000,,N/A
Arnos Grove,22,310,529355,192498,Piccadilly,London Underground,4,-0.131434823,51.61595478,,,,,,,,,35.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arsenal,21,80,531305,186112,Piccadilly,London Underground,2,-0.105674399,51.55811105,,,,,,,,,29.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avenue Road,432,370,535745,169322,n/a,Tramlink,4,-0.048118188,51.40615963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,522.0000000,,N/A
Baker Street,92,14,527955,182064,"Metropolitan, Bakerloo, Circle, Jubilee, Hammersmith & City",London Underground,1,-0.155454387,51.52249387,17.0000000,,11.0000000,,11.0000000,14.0000000,15.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Balham,304,238,528480,173244,Northern,London Underground,3,-0.151090206,51.44310998,,,,,,,,26.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bank,47,35,532710,181120,"Waterloo & City, Northern, Central",London Underground,1,-0.08729695,51.51291511,,23.0000000,,,,,,16.0000000,,,2.0000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bank (DLR),473,67,532709,181114,n/a,DLR,1,-0.087316571,51.51286207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,13.0000000,16.0000000,N/A,N/A,N/A
Barbican,87,9,532004,181856,"Metropolitan, Circle, Hammersmith & City",London Underground,1,-0.097189673,51.51969921,,,16.0000000,,16.0000000,,20.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barking,200,328,544359,184382,"District, Hammersmith & City",London Underground,4,0.081813552,51.53937511,,,,35.0000000,29.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barking (Overground),368,378,544422,184332,n/a,London Overground,4,0.082703641,51.53890805,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,12.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Barking Riverside,515,509,,,n/a,London Overground,4,0.114764000,51.51910800,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,13.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Barkingside,62,321,544799,189494,Central,London Underground,4,0.090259547,51.58519895,,29.0500000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barons Court,243,131,524046,178328,"District, Piccadilly",London Underground,2,-0.213088174,51.48978737,,,,9.0000000,,,,,14.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Battersea Power Station,485,479,,,Northern,London Undergound,1,-0.142198000,51.47970800,,,,,,,,10.0012000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bayswater,95,17,525843,180823,"District, Circle",London Underground,1,-0.186322701,51.51181507,,,35.0000000,11.0003000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beckenham Junction (Tramlink),434,372,537365,169843,n/a,Tramlink,4,-0.024636241,51.41045194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,524.0000000,,N/A
Beckenham Road,433,371,536190,169660,n/a,Tramlink,4,-0.04159356,51.40909636,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,523.0000000,,N/A
Beckton,435,272,543165,181514,n/a,DLR,3,0.063442568,51.51390419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0000000,,,N/A,N/A,N/A
Beckton Park,436,273,542705,180873,n/a,DLR,3,0.056557435,51.50826026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.0000000,,,N/A,N/A,N/A
Becontree,108,380,547628,184527,District,London Underground,5,0.128978641,51.53983401,,,,37.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beddington Lane,404,363,529316,167236,n/a,Tramlink,4,-0.141260885,51.38891199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0000000,,N/A
Belgrave Walk,401,360,526809,168456,n/a,Tramlink,4,-0.176840028,51.40044481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0000000,,N/A
Belsize Park,310,111,527354,185089,Northern,London Underground,2,-0.163016956,51.54982085,,,,,,,,8.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bermondsey,291,140,534460,179416,Jubilee,London Underground,2,-0.062745893,51.49718984,,,,,,21.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bethnal Green,53,90,535044,182718,Central,London Underground,2,-0.053074702,51.52672839,,25.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bethnal Green,130,142,534721,182351,n/a,London Overground,2,-0.057862441,51.52350343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Birkbeck (Tramlink),431,369,535305,168963,n/a,Tramlink,4,-0.054580141,51.40304289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,521.0000000,,N/A
Blackfriars,79,1,531694,180893,"District, Circle",London Underground,1,-0.102020251,51.51111447,,,24.0000000,20.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blackhorse Lane,426,423,534377,166865,n/a,Tramlink,5,-0.06870387,51.3844061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,517.0000000,,N/A
Blackhorse Road,117,206,535761,189370,Victoria,London Underground,3,-0.040174342,51.58633801,,,,,,,,,,14.0000000,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blackhorse Road,163,259,535796,189387,n/a,London Overground,3,-0.039657577,51.58647957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,6.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Blackwall,449,171,538398,180664,n/a,DLR,2,-0.005550544,51.50745237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0000000,8.0000000,,N/A,N/A,N/A
Bond Street,42,34,528491,181118,"Central, Jubilee",London Underground,1,-0.148076884,51.51387033,,17.0000000,,,,15.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bond Street,503,497,,,n/a,Elizabeth Line,1,-0.148076884,51.51387033,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.0000000
Borough,329,57,532440,179751,Northern,London Underground,1,-0.091702818,51.50067969,,,,,,,,18.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Boston Manor,217,333,516334,178693,Piccadilly,London Underground,4,-0.32401176,51.494711,,,,,,,,,8.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bounds Green,194,221,529984,191469,Piccadilly,London Underground,3,-0.122731021,51.60656487,,,,,,,,,34.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bow Church,450,172,537393,182829,n/a,DLR,2,-0.01918061,51.52715522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,12.0500000,N/A,N/A,N/A
Bow Road,251,137,537090,182736,"District, Hammersmith & City",London Underground,2,-0.02358427,51.52639287,,,,29.0000000,23.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brent Cross,1,208,523874,187934,Northern,London Underground,3,-0.212185251,51.57616797,,,,,,,,5.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brentwood,393,475,559339,193033,n/a,Elizabeth Line,0,0.301589064,51.61307149,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.0000000
Brixton,111,75,531052,175429,Victoria,London Underground,2,-0.113288835,51.46215131,,,,,,,,,,1.0000000,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brockley,344,129,536431,175789,n/a,London Overground,2,-0.035763775,51.46411871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,14.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Bromley-by-Bow,68,216,538050,182524,"District, Hammersmith & City",London Underground,3,-0.009841042,51.52424987,,,,30.0000000,24.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brondesbury,164,153,524760,184467,n/a,London Overground,2,-0.200631035,51.5448108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,9.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Brondesbury Park,165,154,524227,183953,n/a,London Overground,2,-0.208495753,51.54030862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,8.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Bruce Grove,131,253,533800,190100,n/a,London Overground,3,-0.068182034,51.59336509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,10.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Buckhurst Hill,120,382,541778,193891,Central,London Underground,5,0.048455336,51.62548342,,33.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Burnham,491,485,,,n/a,Elizabeth Line,ofz,-0.646000000,51.52400000,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0000000
Burnt Oak,3,304,520326,190760,Northern,London Underground,4,-0.262398845,51.60233699,,,,,,,,2.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bush Hill Park,132,403,533690,195389,n/a,London Overground,5,-0.067751096,51.64092455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,14.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Bushey,366,470,511823,195237,n/a,London Overground,8,-0.38369919,51.64433251,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Caledonian Road,19,78,530558,184970,Piccadilly,London Underground,2,-0.116864262,51.54801774,,,,,,,,,27.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Caledonian Road & Barnsbury,166,155,530765,184374,n/a,London Overground,2,-0.114106929,51.54261531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,16.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Cambridge Heath,133,143,534856,183270,n/a,London Overground,2,-0.055565622,51.53173049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,3.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Camden Road,167,156,529171,184178,n/a,London Overground,2,-0.137154414,51.54122083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,15.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Camden Town,314,115,528910,183894,Northern,London Underground,2,-0.141016888,51.53872412,,,,,,,,10.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada Water,336,122,535475,179472,n/a,London Overground,2,-0.048105945,51.49744864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,11.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Canada Water,290,139,535457,179467,Jubilee,London Underground,2,-0.048372238,51.49740822,,,,,,22.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canary Wharf,292,141,537677,180140,Jubilee,London Underground,2,-0.016134819,51.50291749,,,,,,23.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canary Wharf (DLR),451,173,537450,180322,n/a,DLR,2,-0.019337121,51.50461022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,11.0000000,N/A,N/A,N/A
Canary Wharf (Elizabeth line),508,502,,,n/a,Elizabeth Line,2,-0.017931000,51.50615300,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,21.0100000
Canning Town,294,233,539428,181377,Jubilee,London Underground,3,0.009568884,51.51360991,,,,,,25.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canning Town (DLR),452,284,539443,181354,n/a,DLR,3,0.009772469,51.51339633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.0000000,6.0000000,,N/A,N/A,N/A
Cannon Street,81,3,532611,180900,"District, Circle",London Underground,1,-0.088801035,51.51096254,,,22.0000000,22.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canonbury,168,157,532384,185035,n/a,London Overground,2,-0.090522836,51.54817851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,18.0000000,,,2.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Canons Park,286,400,518187,191252,Jubilee,London Underground,5,-0.293102561,51.60721294,,,,,,2.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carpenders Park,169,465,511833,193398,n/a,London Overground,7,-0.384142381,51.62780024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,4.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Centrale,410,412,532066,165786,n/a,Tramlink,5,-0.102295527,51.37525458,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,213.0000000,3010.0000000,N/A
Chadwell Heath,389,408,547676,187607,n/a,Elizabeth Line,5,0.130973337,51.56749975,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.0000000
Chalfont & Latimer,320,466,499634,197564,Metropolitan,London Underground,8,-0.559159868,51.66754646,,,,,,,2.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chalk Farm,313,114,528202,184391,Northern,London Underground,2,-0.151037017,51.54335257,,,,,,,,9.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chancery Lane,50,38,531124,181615,Central,London Underground,1,-0.109960547,51.5177395,,21.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charing Cross,229,48,530058,180378,"Bakerloo, Northern",London Underground,1,-0.125777173,51.50686754,21.0000000,,,,,,,10.0007000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chesham,322,471,496079,201633,Metropolitan,London Underground,9,-0.609421076,51.70474175,,,,,,,2.0100000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cheshunt,134,467,536644,202316,n/a,London Overground,8,-0.022373213,51.70246665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,13.0400000,,N/A,N/A,N/A,N/A,N/A,N/A
Chigwell,66,325,543795,193021,Central,London Underground,4,0.077229167,51.61715195,,29.0900000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chingford,135,404,539210,194632,n/a,London Overground,5,0.011677573,51.63278212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2.0700000,,N/A,N/A,N/A,N/A,N/A,N/A
Chiswick Park,99,202,520293,178724,District,London Underground,3,-0.266981606,51.49415785,,,,4.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chorleywood,321,459,502581,196095,Metropolitan,London Underground,7,-0.516985176,51.65380677,,,,,,,3.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Church Street,413,415,532037,165557,n/a,Tramlink,5,-0.102795537,51.37319514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,713.0000000,2010.0000000,N/A
Clapham Common,306,109,529505,175338,Northern,London Underground,2,-0.135588991,51.46169503,,,,,,,,24.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clapham High Street,136,144,529804,175717,n/a,London Overground,2,-0.131145084,51.46503062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,12.0400000,N/A,N/A,N/A,N/A,N/A,N/A
Clapham Junction,374,198,527211,175416,n/a,London Overground,2,-0.16856542,51.4629141,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,6.0400000,,,12.0600000,N/A,N/A,N/A,N/A,N/A,N/A
Clapham North,307,110,530039,175743,Northern,London Underground,2,-0.127754372,51.4652144,,,,,,,,23.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clapham South,305,108,528834,174323,Northern,London Underground,2,-0.145610374,51.45272059,,,,,,,,25.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clapton,137,473,534775,186528,n/a,London Overground,0,-0.055484597,51.56103029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2.0200000,,N/A,N/A,N/A,N/A,N/A,N/A
Cockfosters,24,384,528141,196370,Piccadilly,London Underground,5,-0.147553187,51.65103526,,,,,,,,,38.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Colindale,2,303,521319,189962,Northern,London Underground,4,-0.248341905,51.59494713,,,,,,,,3.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Colliers Wood,300,235,526788,170368,Northern,London Underground,3,-0.176460893,51.41763979,,,,,,,,29.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Coombe Lane,419,421,535159,164090,n/a,Tramlink,5,-0.058520648,51.35927821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,6.0000000,N/A
Covent Garden,17,28,530251,181025,Piccadilly,London Underground,1,-0.122759938,51.51263471,,,,,,,,,23.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Crossharbour,453,174,537927,179309,n/a,DLR,2,-0.012863868,51.49538997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,8.0000000,N/A,N/A,N/A
Crouch Hill,170,260,530590,187513,n/a,London Overground,3,-0.115463356,51.57086778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,3.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Croxley,326,462,507909,195403,Metropolitan,London Underground,7,-0.44019171,51.64658792,,,,,,,5.0100000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Crystal Palace,381,474,534111,170555,n/a,London Overground,0,-0.071128264,51.41763277,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,17.0100000,N/A,N/A,N/A,N/A,N/A,N/A
Custom House,437,274,540731,180925,n/a,DLR,3,0.028149357,51.50922299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.0000000,,,N/A,N/A,N/A
Custom House,509,503,,,n/a,Elizabeth Line,2,0.028149357,51.50922299,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,N/A,21.0200000
Cutty Sark,454,175,538206,177733,n/a,DLR,2,-0.009463903,51.48115778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,5.0000000,N/A,N/A,N/A
Cyprus,438,275,543331,180860,n/a,DLR,3,0.065567428,51.50798477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0000000,,,N/A,N/A,N/A
Dagenham East,127,401,550294,185030,District,London Underground,5,0.167617456,51.54364955,,,,39.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dagenham Heathway,109,381,549023,184710,District,London Underground,5,0.149158377,51.54110645,,,,38.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
